id,Exited
165034,0.023714852853642564
165035,0.7932092920107165
165036,0.030435129733258133
165037,0.24780887148885816
165038,0.34975524111743106
165039,0.046089139415518496
165040,0.03643949554174883
165041,0.0889842269871441
165042,0.6086274373966425
165043,0.014532227310717589
165044,0.11412920031583776
165045,0.02595850253581941
165046,0.016035373130087988
165047,0.191275496308062
165048,0.6067338931670873
165049,0.04573689838806269
165050,0.07523614455346947
165051,0.36988804171817924
165052,0.024529910857137602
165053,0.07937920964200007
165054,0.020116094378987037
165055,0.09668719011275409
165056,0.276124526719301
165057,0.009100853600149117
165058,0.5194667548399239
165059,0.13861154669342074
165060,0.9392259635559487
165061,0.5308313170918829
165062,0.13603611572531266
165063,0.4222948036109977
165064,0.021106690391324387
165065,0.04109177665104089
165066,0.15230532180182627
165067,0.12813814543275026
165068,0.039647217554863494
165069,0.013871435960921885
165070,0.7606455414465118
165071,0.031266563469848546
165072,0.09327569559708584
165073,0.8545453188793362
165074,0.6067882913351618
165075,0.18477812880745104
165076,0.1228064849979578
165077,0.011164601064291315
165078,0.3454162816272166
165079,0.18154214458903772
165080,0.014005598761290497
165081,0.043853618693757195
165082,0.00914461818899425
165083,0.49503168119286034
165084,0.05584732927787627
165085,0.009314017870713715
165086,0.018095468502013552
165087,0.5928400284127127
165088,0.02249228498042466
165089,0.10304835567033666
165090,0.1090713505380218
165091,0.018202916879883624
165092,0.028756890946022934
165093,0.14625256742921972
165094,0.013355704426902041
165095,0.10040163465750403
165096,0.25977695444128995
165097,0.16340497975896803
165098,0.025649629911088614
165099,0.013765601775973644
165100,0.8626078580734864
165101,0.0583374671592264
165102,0.07762895787619117
165103,0.01854454696392483
165104,0.17154693996677067
165105,0.514683253885668
165106,0.35326332178682995
165107,0.07396628944941964
165108,0.02342933040606627
165109,0.38705042119086175
165110,0.08205439180858469
165111,0.04043112881151038
165112,0.06058633449473215
165113,0.0228817205621644
165114,0.019414870284674902
165115,0.02474952127254762
165116,0.3677276186787083
165117,0.02803968031428302
165118,0.35612809548585567
165119,0.10080913593689672
165120,0.09207594363876609
165121,0.279973088885155
165122,0.2844315552545074
165123,0.056821227989031595
165124,0.19930558314380414
165125,0.037050345365751775
165126,0.04899859124621437
165127,0.01632330014468212
165128,0.016324148750771678
165129,0.016058634698892453
165130,0.9338644193227847
165131,0.027465463816305692
165132,0.32166760846019515
165133,0.12084393756919476
165134,0.016411416678620235
165135,0.04638785319259099
165136,0.009687962509860395
165137,0.49245257245560636
165138,0.6561102582018494
165139,0.6861750918843718
165140,0.1001212850847381
165141,0.027857195546346292
165142,0.009302958293042908
165143,0.09295167297447844
165144,0.22815414446772536
165145,0.5206000008262857
165146,0.21431779523258288
165147,0.03946796529799727
165148,0.11282680840738135
165149,0.03270823981495986
165150,0.017882033247001862
165151,0.7119030448814693
165152,0.56216333198017
165153,0.06502985231282643
165154,0.023868652567159192
165155,0.029781549922515575
165156,0.011084741620124829
165157,0.03455849593706204
165158,0.4274331406352436
165159,0.12670256698972135
165160,0.03501188682370727
165161,0.022818490931963857
165162,0.7184388183611221
165163,0.022809634192189843
165164,0.02259734688331301
165165,0.12669471720407535
165166,0.9314083742858958
165167,0.05971777196454195
165168,0.0461626969463812
165169,0.08952186691099481
165170,0.09307274599139165
165171,0.052882476171189324
165172,0.5818499564895903
165173,0.11587055191272312
165174,0.021926924756293386
165175,0.08315165316365045
165176,0.022456587866008695
165177,0.03003512627881668
165178,0.4981029321392396
165179,0.6756446182010974
165180,0.03682704135888035
165181,0.9021827302738255
165182,0.16233634755315107
165183,0.03495597203810523
165184,0.04020125243043243
165185,0.03744407808023308
165186,0.013876676422579594
165187,0.9548310466597448
165188,0.9300497653160886
165189,0.02020316059708133
165190,0.0181707028899759
165191,0.14444299493137
165192,0.12227411876021425
165193,0.1325960806599562
165194,0.293118278128465
165195,0.10158254956767679
165196,0.3178218999678431
165197,0.7536367101915411
165198,0.6243515970229826
165199,0.08471328902603839
165200,0.32745864220566523
165201,0.6519646215826955
